year,code,name,大数据
2017,sz601607,上海医药,1
2017,sz002028,思源电气,0
2017,sz002372,伟星新材,1
2017,sz600548,深高速,1
2017,sz600859,王府井,1
2017,sz002772,众兴菌业,0
2017,sz300007,汉威科技,1
2017,sz000400,许继电气,0
2017,sz600099,林海股份,0
2017,sz600714,金瑞矿业,0
2017,sz600717,天津港,1
2017,sz000550,江铃汽车,1
2017,sz600975,新五丰,0
2017,sz601099,太平洋,0
2017,sz601158,重庆水务,1
2017,sz002862,实丰文化,0
2017,sz600268,国电南自,1
2017,sz600819,耀皮玻璃,0
2017,sz200152,山 航Ｂ,0
2017,sz600009,上海机场,0
2017,sz600266,北京城建,0
2017,sz600449,宁夏建材,0
2017,sz600560,金自天正,0
2017,sz000543,皖能电力,0
2017,sz000905,厦门港务,1
2017,sz000972,*ST中基,0
2017,sz603157,拉夏贝尔,1
2017,sz300001,特锐德,1
2017,sz000828,东莞控股,0
2017,sz600052,浙江广厦,0
2017,sz600221,海航控股,1
2017,sz000062,深圳华强,1
2017,sz600823,世茂股份,0
2017,sz000715,中兴商业,1
2017,sz002272,川润股份,1
2017,sz300188,美亚柏科,1
2017,sz000877,天山股份,0
2017,sz601600,中国铝业,0
2017,sz601857,中国石油,0
2017,sz300635,达安股份,0
2017,sz002011,盾安环境,0
2017,sz000812,陕西金叶,1
2017,sz600585,海螺水泥,0
2017,sz600995,文山电力,1
2017,sz600030,中信证券,0
2017,sz600358,国旅联合,1
2017,sz601619,嘉泽新能,1
2017,sz601628,中国人寿,1
2017,sz600095,哈高科,0
2017,sz300304,云意电气,0
2017,sz600876,洛阳玻璃,1
2017,sz601992,金隅集团,0
2017,sz300024,机器人,1
2017,sz300534,陇神戎发,1
2017,sz002253,川大智胜,1
2017,sz300034,钢研高纳,0
2017,sz002108,沧州明珠,0
2017,sz002584,西陇科学,1
2017,sz600096,云天化,1
2017,sz600511,国药股份,0
2017,sz000810,创维数字,1
2017,sz600873,梅花生物,0
2017,sz000401,冀东水泥,0
2017,sz603595,东尼电子,0
2017,sz603288,海天味业,1
2017,sz603859,能科股份,1
2017,sz600719,大连热电,0
2017,sz600987,航民股份,1
2017,sz002243,通产丽星,0
2017,sz600271,航天信息,1
2017,sz600420,现代制药,0
2017,sz600502,安徽水利,1
2017,sz601882,海天精工,0
2017,sz900948,伊泰Ｂ股,1
2017,sz000856,冀东装备,0
2017,sz600736,苏州高新,0
2017,sz002393,力生制药,0
2017,sz600720,祁连山,1
2017,sz600328,兰太实业,1
2017,sz601588,北辰实业,1
2017,sz603688,石英股份,1
2017,sz002080,中材科技,0
2017,sz000619,海螺型材,0
2017,sz600575,皖江物流,0
2017,sz600793,宜宾纸业,0
2017,sz000862,银星能源,0
2017,sz600459,贵研铂业,0
2017,sz603003,龙宇燃油,1
2017,sz603881,数据港,1
2017,sz000037,深南电A,0
2017,sz002662,京威股份,0
2017,sz600727,鲁北化工,0
2017,sz000028,国药一致,1
2017,sz300130,新国都,1
2017,sz002706,良信电器,0
2017,sz600210,紫江企业,0
2017,sz300659,中孚信息,1
2017,sz000965,天保基建,0
2017,sz000712,锦龙股份,0
2017,sz000557,西部创业,0
2017,sz601518,吉林高速,0
2017,sz000421,南京公用,0
2017,sz300436,广生堂,0
2017,sz600053,九鼎投资,0
2017,sz601898,中煤能源,1
2017,sz600418,江淮汽车,0
2017,sz002449,国星光电,0
2017,sz600299,安迪苏,0
2017,sz300052,中青宝,1
2017,sz600688,上海石化,0
2017,sz603969,银龙股份,0
2017,sz601069,西部黄金,0
2017,sz601318,中国平安,1
2017,sz601336,新华保险,0
2017,sz600335,国机汽车,0
2017,sz600508,上海能源,1
2017,sz600315,上海家化,1
2017,sz000948,南天信息,1
2017,sz600323,瀚蓝环境,0
2017,sz600808,马钢股份,0
2017,sz002728,特一药业,0
2017,sz000416,民生控股,0
2017,sz000537,广宇发展,0
2017,sz000565,渝三峡Ａ,0
2017,sz300509,新美星,0
2017,sz600136,当代明诚,1
2017,sz603167,渤海轮渡,0
2017,sz002667,鞍重股份,0
2017,sz600683,京投发展,0
2017,sz600738,兰州民百,0
2017,sz600136,当代明诚,1
2017,sz600293,三峡新材,0
2017,sz601015,陕西黑猫,0
2017,sz600898,国美通讯,0
2017,sz600963,岳阳林纸,0
2017,sz600497,驰宏锌锗,1
2017,sz603612,索通发展,1
2017,sz002362,汉王科技,1
2017,sz300178,腾邦国际,0
2017,sz600239,云南城投,0
2017,sz600738,兰州民百,0
2017,sz300690,双一科技,0
2017,sz002863,今飞凯达,0
2017,sz002870,香山股份,1
2017,sz600567,山鹰纸业,0
2017,sz603345,安井食品,1
2017,sz002244,滨江集团,0
2017,sz002820,桂发祥,0
2017,sz600217,中再资环,0
2017,sz600017,日照港,1
2017,sz600176,中国巨石,0
2017,sz600577,精达股份,1
2017,sz603368,柳州医药,1
2017,sz603396,金辰股份,1
2017,sz000507,珠海港,0
2017,sz300394,天孚通信,1
2017,sz300491,通合科技,0
2017,sz002717,岭南股份,0
2017,sz600649,城投控股,1
2017,sz603333,明星电缆,1
2017,sz002038,双鹭药业,0
2017,sz300014,亿纬锂能,0
2017,sz600761,安徽合力,0
2017,sz601200,上海环境,0
2017,sz603208,江山欧派,0
2017,sz600590,泰豪科技,1
2017,sz002729,好利来,0
2017,sz600982,宁波热电,0
2017,sz000807,云铝股份,0
2017,sz300046,台基股份,0
2017,sz002796,世嘉科技,0
2017,sz002519,银河电子,0
2017,sz200512,闽灿坤Ｂ,1
2017,sz603027,千禾味业,0
2017,sz300260,新莱应材,0
2017,sz300122,智飞生物,1
2017,sz600710,ST常林,0
2017,sz300563,神宇股份,0
2017,sz600520,文一科技,1
2017,sz600814,杭州解百,1
2017,sz002075,沙钢股份,1
2017,sz600114,东睦股份,0
2017,sz600322,天房发展,0
2017,sz002206,海 利 得,0
2017,sz600845,宝信软件,1
2017,sz000850,华茂股份,0
2017,sz600433,冠豪高新,0
2017,sz600655,豫园股份,1
2017,sz002523,天桥起重,1
2017,sz300131,英唐智控,1
2017,sz000848,承德露露,0
2017,sz300143,星普医科,0
2017,sz300226,上海钢联,1
2017,sz200986,粤华包Ｂ,1
2017,sz600728,佳都科技,1
2017,sz601996,丰林集团,0
2017,sz002507,涪陵榨菜,1
2017,sz600787,中储股份,1
2017,sz000031,中粮地产,0
2017,sz600507,方大特钢,0
2017,sz603579,荣泰健康,1
2017,sz300453,三鑫医疗,0
2017,sz600316,洪都航空,0
2017,sz600199,金种子酒,0
2017,sz000888,峨眉山Ａ,1
2017,sz002912,中新赛克,1
2017,sz300383,光环新网,1
2017,sz600660,福耀玻璃,1
2017,sz600308,华泰股份,0
2017,sz002761,多喜爱,1
2017,sz600099,林海股份,0
2017,sz600372,中航电子,0
2017,sz600765,中航重机,0
2017,sz600997,开滦股份,0
2017,sz600038,中直股份,0
2017,sz600862,中航高科,0
2017,sz300059,东方财富,1
2017,sz002520,日发精机,0
2017,sz300485,赛升药业,0
2017,sz600828,茂业商业,1
2017,sz603579,荣泰健康,1
2017,sz300398,飞凯材料,0
2017,sz300199,翰宇药业,0
2017,sz600332,白云山,1
2017,sz002159,三特索道,1
2017,sz300181,佐力药业,0
2017,sz600050,中国联通,1
2017,sz000063,中兴通讯,1
2017,sz300365,恒华科技,1
2017,sz002782,可立克,0
2017,sz600618,氯碱化工,1
2017,sz000990,诚志股份,1
2017,sz002891,中宠股份,0
2017,sz002801,微光股份,1
2017,sz603801,志邦股份,0
2017,sz603900,莱绅通灵,1
2017,sz000757,浩物股份,0
2017,sz600729,重庆百货,1
2017,sz600678,四川金顶,0
2017,sz600879,航天电子,0
2017,sz300275,梅安森,1
2017,sz002783,凯龙股份,0
2017,sz002737,葵花药业,1
2017,sz000695,滨海能源,0
2017,sz600067,冠城大通,0
2017,sz600211,西藏药业,0
2017,sz603021,山东华鹏,0
2017,sz300428,四通新材,0
2017,sz603806,福斯特,0
2017,sz600368,五洲交通,0
2017,sz002469,三维工程,0
2017,sz600483,福能股份,0
2017,sz600298,安琪酵母,0
2017,sz600569,安阳钢铁,0
2017,sz002571,*ST德力,1
2017,sz002389,南洋科技,0
2017,sz000652,泰达股份,0
2017,sz002419,天虹股份,1
2017,sz000999,华润三九,0
2017,sz300376,易事特,1
2017,sz002125,湘潭电化,0
2017,sz002911,佛燃股份,0
2017,sz300393,中来股份,0
2017,sz600490,鹏欣资源,0
2017,sz601155,新城控股,0
2017,sz000043,中航地产,1
2017,sz002117,东港股份,0
2017,sz002568,百润股份,0
2017,sz300357,我武生物,0
2017,sz603085,天成自控,0
2017,sz300416,苏试试验,0
2017,sz000987,越秀金控,1
2017,sz600367,红星发展,0
2017,sz000001,平安银行,1
2017,sz300114,中航电测,0
2017,sz002879,长缆科技,0
2017,sz600062,华润双鹤,0
2017,sz002688,金河生物,0
2017,sz600118,中国卫星,1
2017,sz002521,齐峰新材,1
2017,sz600705,中航资本,1
2017,sz000915,山大华特,0
2017,sz600463,空港股份,0
2017,sz002352,顺丰控股,1
2017,sz600011,华能国际,0
2017,sz000613,*ST东海A,0
2017,sz000582,北部湾港,0
2017,sz300302,同有科技,1
2017,sz600711,盛屯矿业,0
2017,sz601878,浙商证券,1
2017,sz603536,惠发股份,0
2017,sz300003,乐普医疗,1
2017,sz600523,贵航股份,0
2017,sz300681,英搏尔,0
2017,sz002233,塔牌集团,0
2017,sz002916,深南电路,0
2017,sz300656,民德电子,1
2017,sz300313,天山生物,0
2017,sz002648,卫星石化,0
2017,sz600179,安通控股,0
2017,sz600309,万华化学,0
2017,sz603677,奇精机械,0
2017,sz603033,三维股份,0
2017,sz603609,禾丰牧业,1
2017,sz601233,桐昆股份,0
2017,sz000301,东方市场,1
2017,sz000418,小天鹅Ａ,1
2017,sz600581,八一钢铁,0
2017,sz600765,中航重机,0
2017,sz002649,博彦科技,1
2017,sz300584,海辰药业,0
2017,sz600197,伊力特,0
2017,sz601137,博威合金,0
2017,sz002379,宏创控股,0
2017,sz600346,恒力股份,1
2017,sz000514,渝 开 发,0
2017,sz600207,安彩高科,0
2017,sz600338,西藏珠峰,0
2017,sz300557,理工光科,1
2017,sz000026,飞亚达Ａ,0
2017,sz002286,保龄宝,0
2017,sz002056,横店东磁,0
2017,sz603303,得邦照明,0
2017,sz000739,普洛药业,0
2017,sz600378,天科股份,0
2017,sz000795,英洛华,0
2017,sz300545,联得装备,0
2017,sz300559,佳发安泰,1
2017,sz603103,横店影视,1
2017,sz603518,维格娜丝,0
2017,sz601678,滨化股份,0
2017,sz002145,中核钛白,0
2017,sz300239,东宝生物,1
2017,sz600985,雷鸣科化,0
2017,sz002236,大华股份,1
2017,sz600113,浙江东日,0
2017,sz603138,海量数据,1
2017,sz603305,旭升股份,0
2017,sz002391,长青股份,0
2017,sz600284,浦东建设,0
2017,sz603926,铁流股份,0
2017,sz603311,金海环境,0
2017,sz002877,智能自控,0
2017,sz002014,永新股份,0
2017,sz300450,先导智能,1
2017,sz600071,凤凰光学,1
2017,sz603903,中持股份,0
2017,sz200992,中 鲁Ｂ,0
2017,sz300459,金科文化,1
2017,sz300505,川金诺,0
2017,sz600547,山东黄金,0
2017,sz002012,凯恩股份,0
2017,sz000822,山东海化,0
2017,sz603977,国泰集团,1
2017,sz000022,深赤湾Ａ,0
2017,sz002092,中泰化学,1
2017,sz002121,科陆电子,1
2017,sz600094,大名城,1
2017,sz000802,北京文化,0
2017,sz002326,永太科技,0
2017,sz300286,安科瑞,0
2017,sz002617,露笑科技,0
2017,sz300650,太龙照明,0
2017,sz601677,明泰铝业,0
2017,sz603535,嘉诚国际,1
2017,sz000782,美达股份,0
2017,sz000790,泰合健康,0
2017,sz000717,韶钢松山,0
2017,sz603018,中设集团,1
2017,sz002745,木林森,0
2017,sz000536,华映科技,0
2017,sz000818,方大化工,0
2017,sz600830,香溢融通,1
2017,sz603615,茶花股份,1
2017,sz601007,金陵饭店,1
2017,sz601005,*ST重钢,0
2017,sz300413,快乐购,1
2017,sz000050,深天马Ａ,0
2017,sz300301,长方集团,0
2017,sz002677,浙江美大,0
2017,sz300102,乾照光电,0
2017,sz600053,九鼎投资,0
2017,sz600074,ST保千里,1
2017,sz600088,中视传媒,0
2017,sz600098,广州发展,0
2017,sz600139,西部资源,0
2017,sz600145,*ST新亿,0
2017,sz600149,*ST坊展,0
2017,sz600157,永泰能源,0
2017,sz600177,雅戈尔,1
2017,sz600191,华资实业,0
2017,sz600193,创兴资源,0
2017,sz600201,生物股份,1
2017,sz600228,*ST昌九,0
2017,sz600234,ST山水,0
2017,sz600241,时代万恒,0
2017,sz600250,南纺股份,0
2017,sz600277,亿利洁能,1
2017,sz600291,西水股份,0
2017,sz600326,西藏天路,0
2017,sz600339,中油工程,1
2017,sz600401,*ST海润,0
2017,sz600408,*ST安泰,0
2017,sz600432,*ST吉恩,0
2017,sz600485,信威集团,1
2017,sz600487,亨通光电,1
2017,sz600491,龙元建设,1
2017,sz600496,精工钢构,0
2017,sz600509,天富能源,0
2017,sz600515,海航基础,1
2017,sz600555,海航创新,0
2017,sz600568,中珠医疗,1
2017,sz600613,神奇制药,0
2017,sz600617,国新能源,0
2017,sz600634,富控互动,0
2017,sz600652,游久游戏,1
2017,sz600654,*ST中安,1
2017,sz600666,奥瑞德,0
2017,sz600686,金龙汽车,1
2017,sz600699,均胜电子,1
2017,sz600701,工大高新,1
2017,sz600747,*ST大控,0
2017,sz600751,天海投资,1
2017,sz600755,厦门国贸,1
2017,sz600759,洲际油气,0
2017,sz600783,鲁信创投,0
2017,sz600806,*ST昆机,0
2017,sz600807,天业股份,0
2017,sz600811,东方集团,1
2017,sz600827,百联股份,1
2017,sz600891,秋林集团,0
2017,sz600936,广西广电,1
2017,sz600960,渤海活塞,0
2017,sz600988,赤峰黄金,0
2017,sz601108,财通证券,1
2017,sz601258,庞大集团,0
2017,sz601519,*ST智慧,1
2017,sz601799,星宇股份,0
2017,sz601997,贵阳银行,1
2017,sz603033,三维股份,0
2017,sz603080,新疆火炬,0
2017,sz603208,江山欧派,0
2017,sz603603,博天环境,0
2017,sz603616,韩建河山,1
2017,sz600482,中国动力,0
2017,sz600500,中化国际,1
2017,sz600546,山煤国际,0
2017,sz600579,天华院,0
2017,sz600594,益佰制药,1
2017,sz600651,飞乐音响,1
2017,sz600661,新南洋,0
2017,sz600895,张江高科,1
2017,sz600983,惠而浦,1
2017,sz601928,凤凰传媒,1
2017,sz601969,海南矿业,0
2017,sz603055,台华新材,0
2017,sz603566,普莱柯,0
2017,sz600580,卧龙电气,0
2017,sz600601,方正科技,1
2017,sz600626,申达股份,0
2017,sz600642,申能股份,0
2017,sz600896,览海投资,0
2017,sz601006,大秦铁路,0
2017,sz601228,广州港,0
2017,sz603009,北特科技,0
2017,sz603029,天鹅股份,1
2017,sz603358,华达科技,0
2017,sz600653,申华控股,0
2017,sz603369,今世缘,1
2017,sz600247,ST成城,0
2017,sz600821,津劝业,1
2017,sz601118,海南橡胶,1
2017,sz603861,白云电器,1
2017,sz603958,哈森股份,0
2017,sz603998,方盛制药,0
2017,sz600978,宜华生活,1
2017,sz600984,建设机械,0
2017,sz601139,深圳燃气,0
2017,sz601616,广电电气,0
2017,sz603177,德创环保,0
2017,sz603639,海利尔,1
2017,sz002069,獐子岛,1
2017,sz000669,金鸿控股,0
2017,sz002552,宝鼎科技,0
2017,sz002650,加加食品,0
2017,sz002506,协鑫集成,0
2017,sz600208,新湖中宝,1
2017,sz600255,梦舟股份,1
2017,sz600348,阳泉煤业,1
2017,sz603555,贵人鸟,1
2017,sz002699,美盛文化,0
2017,sz000692,惠天热电,0
2017,sz600393,粤泰股份,0
2017,sz600671,天目药业,0
2017,sz601666,平煤股份,0
2017,sz600390,五矿资本,1
2017,sz600421,ST仰帆,0
2017,sz600967,内蒙一机,1
2017,sz000511,*ST烯碳,0
2017,sz002366,台海核电,0
2017,sz000100,TCL 集团,1
2017,sz002654,万润科技,0
2017,sz000690,宝新能源,0
2017,sz002501,利源精制,0
2017,sz002639,雪人股份,1
2017,sz000909,数源科技,1
2017,sz300331,苏大维格,1
2017,sz002785,万里石,0
2017,sz002046,轴研科技,0
2017,sz000558,莱茵体育,1
2017,sz600818,中路股份,0
2017,sz600854,春兰股份,0
2017,sz600894,广日股份,1
2017,sz600900,长江电力,1
2017,sz000917,电广传媒,1
2017,sz002072,凯瑞德,0
2017,sz002573,清新环境,1
2017,sz300169,天晟新材,0
2017,sz600641,万业企业,0
2017,sz002446,盛路通信,1
2017,sz002647,民盛金科,1
2017,sz002291,星期六,0
2017,sz000009,中国宝安,0
2017,sz000501,鄂武商Ａ,1
2017,sz002600,领益智造,0
2017,sz000564,供销大集,1
2017,sz000933,神火股份,0
2017,sz600189,吉林森工,0
2017,sz600596,新安股份,1
2017,sz600640,号百控股,1
2017,sz600674,川投能源,0
2017,sz002591,恒大高新,0
2017,sz600779,水井坊,1
2017,sz600969,郴电国际,0
2017,sz603338,浙江鼎力,0
2017,sz603520,司太立,0
2017,sz000835,长城动漫,1
2017,sz002190,成飞集成,0
2017,sz002665,首航节能,0
2017,sz002180,纳思达,0
2017,sz000599,青岛双星,0
2017,sz002425,凯撒文化,0
2017,sz002124,天邦股份,1
2017,sz002513,蓝丰生化,0
2017,sz000426,兴业矿业,0
2017,sz000504,南华生物,0
2017,sz002564,天沃科技,0
2017,sz000408,藏格控股,0
2017,sz000567,海德股份,0
2017,sz600237,铜峰电子,0
2017,sz600622,光大嘉宝,0
2017,sz601021,春秋航空,1
2017,sz603519,立霸股份,0
2017,sz000425,徐工机械,1
2017,sz000701,厦门信达,0
2017,sz000626,远大控股,0
2017,sz002201,九鼎新材,0
2017,sz002618,丹邦科技,0
2017,sz300043,星辉娱乐,1
2017,sz000967,盈峰环境,1
2017,sz600186,莲花健康,0
2017,sz600587,新华医疗,0
2017,sz000729,燕京啤酒,0
2017,sz000858,五 粮 液,1
2017,sz000593,大通燃气,0
2017,sz300049,福瑞股份,1
2017,sz002132,恒星科技,0
2017,sz000639,西王食品,0
2017,sz600055,万东医疗,1
2017,sz600850,华东电脑,1
2017,sz601700,风范股份,1
2017,sz603232,格尔软件,1
2017,sz600000,浦发银行,1
2017,sz600559,老白干酒,0
2017,sz600825,新华传媒,1
2017,sz000004,国农科技,0
2017,sz002150,通润装备,0
2017,sz002156,通富微电,0
2017,sz002725,跃岭股份,0
2017,sz000679,大连友谊,1
2017,sz600429,三元股份,1
2017,sz600302,标准股份,1
2017,sz600612,老凤祥,0
2017,sz603015,弘讯科技,1
2017,sz603238,诺邦股份,0
2017,sz000876,新 希 望,0
2017,sz600351,亚宝药业,1
2017,sz600356,恒丰纸业,0
2017,sz601888,中国国旅,1
2017,sz000793,华闻传媒,1
2017,sz000735,罗 牛 山,1
2017,sz600791,京能置业,0
2017,sz603858,步长制药,0
2017,sz000155,川化股份,0
2017,sz000589,黔轮胎Ａ,0
2017,sz000046,泛海控股,0
2017,sz300323,华灿光电,0
2017,sz000078,海王生物,1
2017,sz603203,快克股份,0
2017,sz000596,古井贡酒,0
2017,sz002223,鱼跃医疗,0
2017,sz600677,航天通信,1
2017,sz002797,第一创业,0
2017,sz601058,赛轮金宇,1
2017,sz002087,新野纺织,0
2017,sz000066,中国长城,1
2017,sz300482,万孚生物,1
2017,sz603633,徕木股份,0
2017,sz000627,天茂集团,1
2017,sz000592,平潭发展,0
2017,sz000539,粤电力Ａ,1
2017,sz600257,大湖股份,0
2017,sz600543,莫高股份,0
2017,sz600629,华建集团,1
2017,sz600834,申通地铁,0
2017,sz002711,欧浦智网,1
2017,sz000597,东北制药,0
2017,sz300135,宝利国际,0
2017,sz300054,鼎龙股份,0
2017,sz300037,新宙邦,0
2017,sz300224,正海磁材,0
2017,sz300401,花园生物,0
2017,sz300679,电连技术,0
2017,sz600236,桂冠电力,0
2017,sz600809,山西汾酒,0
2017,sz600866,星湖科技,0
2017,sz603980,吉华集团,0
2017,sz600151,航天机电,0
2017,sz600405,动力源,1
2017,sz600926,杭州银行,1
2017,sz603101,汇嘉时代,1
2017,sz603599,广信股份,0
2017,sz603680,今创集团,0
2017,sz603855,华荣股份,0
2017,sz600138,中青旅,0
2017,sz600215,长春经开,0
2017,sz600295,鄂尔多斯,0
2017,sz600939,重庆建工,1
2017,sz601117,中国化学,1
2017,sz601965,中国汽研,1
2017,sz601989,中国重工,1
2017,sz603183,建研院,0
2017,sz603619,中曼石油,1
2017,sz603711,香飘飘,0
2017,sz603717,天域生态,0
2017,sz600354,敦煌种业,1
2017,sz601208,东材科技,0
2017,sz601388,怡球资源,0
2017,sz601699,潞安环能,1
2017,sz601718,际华集团,1
2017,sz300104,乐视网,0
2017,sz002260,德奥通航,1
2017,sz600093,易见股份,1
2017,sz600648,外高桥,1
2017,sz600847,*ST万里,0
2017,sz603366,日出东方,0
2017,sz600280,中央商场,1
2017,sz600395,盘江股份,1
2017,sz600503,华丽家族,0
2017,sz600745,闻泰科技,0
2017,sz600887,伊利股份,1
2017,sz603668,天马科技,0
2017,sz300176,鸿特精密,1
2017,sz002054,德美化工,0
2017,sz002259,升达林业,1
2017,sz600246,万通地产,0
2017,sz600863,内蒙华电,1
2017,sz601169,北京银行,1
2017,sz601188,龙江交通,0
2017,sz002604,ST龙力,1
2017,sz002175,东方网络,0
2017,sz600227,赤天化,0
2017,sz600517,置信电气,0
2017,sz603041,美思德,0
2017,sz603158,腾龙股份,0
2017,sz603879,永悦科技,0
2017,sz603926,铁流股份,0
2017,sz002629,仁智股份,0
2017,sz601198,东兴证券,1
2017,sz601727,上海电气,0
2017,sz603159,上海亚虹,0
2017,sz603648,畅联股份,0
2017,sz000506,中润资源,0
2017,sz600091,ST明科,0
2017,sz002684,猛狮科技,1
2017,sz002432,九安医疗,1
2017,sz600777,新潮能源,0
2017,sz600892,大晟文化,0
2017,sz002592,八菱科技,0
2017,sz603076,乐惠国际,0
2017,sz603727,博迈科,0
2017,sz002776,柏堡龙,0
2017,sz002263,大 东 南,0
2017,sz000711,京蓝科技,1
2017,sz002642,荣之联,1
2017,sz002609,捷顺科技,1
2017,sz002343,慈文传媒,1
2017,sz000676,智度股份,1
2017,sz000732,泰禾集团,0
2017,sz000061,农 产 品,1
2017,sz002679,福建金森,1
2017,sz002853,皮阿诺,0
2017,sz300012,华测检测,0
2017,sz600489,中金黄金,1
2017,sz600562,国睿科技,1
2017,sz300071,华谊嘉信,1
2017,sz300076,GQY视讯,1
2017,sz300496,中科创达,0
2017,sz002203,海亮股份,0
2017,sz002188,ST巴士,1
2017,sz002656,摩登大道,1
2017,sz002325,洪涛股份,1
2017,sz300083,劲胜智能,1
2017,sz000042,中洲控股,0
2017,sz002131,利欧股份,1
2017,sz002319,乐通股份,0
2017,sz002104,恒宝股份,1
2017,sz002035,华帝股份,1
2017,sz300299,富春股份,1
2017,sz600313,农发种业,0
2017,sz600633,浙数文化,1
2017,sz601113,华鼎股份,1
2017,sz601212,白银有色,1
2017,sz000587,金洲慈航,1
2017,sz300506,名家汇,0
2017,sz002063,远光软件,1
2017,sz002485,希努尔,1
2017,sz002107,沃华医药,0
2017,sz002686,亿利达,0
2017,sz002810,山东赫达,0
2017,sz002340,格林美,1
2017,sz000687,华讯方舟,1
2017,sz002622,融钰集团,1
2017,sz603035,常熟汽饰,0
2017,sz002499,科林环保,0
2017,sz603160,汇顶科技,1
2017,sz603389,亚振家居,1
2017,sz002094,青岛金王,1
2017,sz002210,飞马国际,1
2017,sz000069,华侨城Ａ,1
2017,sz002345,潮宏基,1
2017,sz002599,盛通股份,0
2017,sz300116,坚瑞沃能,1
2017,sz002081,金 螳 螂,1
2017,sz600251,冠农股份,1
2017,sz600285,羚锐制药,0
2017,sz002204,大连重工,1
2017,sz600749,西藏旅游,0
2017,sz002397,梦洁股份,0
2017,sz002292,奥飞娱乐,0
2017,sz002582,好想你,1
2017,sz000605,渤海股份,0
2017,sz300022,吉峰农机,0
2017,sz300539,横河模具,1
2017,sz600232,金鹰股份,0
2017,sz600691,阳煤化工,0
2017,sz601949,中国出版,0
2017,sz300111,向日葵,0
2017,sz002123,梦网集团,1
2017,sz002637,赞宇科技,0
2017,sz000546,金圆股份,0
2017,sz300013,新宁物流,1
2017,sz600283,钱江水利,0
